ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance.mi.,Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature.F.,Wind_Chill.F.,Humidity...,Pressure.in.,Visibility.mi.,Wind_Direction,Wind_Speed.mph.,Precipitation.in.,Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-3799050,Source1,2,10:32.0,14:14.0,40.70502162,-74.24610972,40.69931162,-74.25295972,0.533,NJ Turnpike Auth.: Crash on Garden State Parkway southbound North of Exit 141 - Vaux Hall Rd (Hillside Twp) 2 Right lanes of 6 lanes blocked,Garden State Pkwy,Hillside,Union,NJ,7205,US,US/Eastern,KEWR,3/19/2022 2:51,48,45,93,29.93,1,ESE,6,0,Fog,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3134742,Source2,2,12/18/2017 14:19,12/18/2017 15:04,43.152889,-76.136353,NA,NA,0,Accident on Davis Rd at Boxford Rd.,Davis Rd N,Clay,Onondaga,NY,13041-8624,US,US/Eastern,KSYR,12/18/2017 13:54,37.9,32.1,93,29.88,9,SSW,8.1,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3415400,Source1,2,4/28/2016 8:48,4/28/2016 14:48,37.2725,-121.94927,37.27606,-121.95502,0.401,At S Winchester Blvd - Accident. Left lane blocked.,San Tomas Expy,Campbell,Santa Clara,CA,95008,US,US/Pacific,KSJC,4/28/2016 8:53,57,NA,69,29.94,10,NW,4.6,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3333683,Source2,2,9/26/2017 20:07,9/26/2017 20:37,33.954659,-80.924904,NA,NA,0,Accident on US-76 Garners Ferry Rd at Hallbrook Dr.,Garners Ferry Rd,Columbia,Richland,SC,29209,US,US/Eastern,KCUB,9/26/2017 19:53,86,NA,53,29.86,10,Calm,NA,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-3795308,Source1,2,7/30/2022 11:15,7/30/2022 11:35,34.258488,-79.699656,34.268816,-79.70367,0.75,Slow traffic on SC-327 from Old Marion Hwy (Williston Rd/SC-327) to I-95 (Williston Rd/SC-327) due to accident.,N Williston Rd,Florence,Florence,SC,29506-8209,US,US/Eastern,KFLO,7/30/2022 10:53,88,88,63,29.98,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3786922,Source1,2,1/18/2023 17:38,1/18/2023 18:58,33.691145,-79.00755,33.691499,-79.007822,0.029,Incident on DICK POND RD near HOPEWELL RD Expect delays.,Forestbrook Rd,Myrtle Beach,Horry,SC,29588-7934,US,US/Eastern,KMYR,1/18/2023 17:56,57,57,96,30.02,8,S,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Day,Day,Day
A-3867009,Source1,4,52:30.0,56:25.0,38.780833,-77.185641,38.780891,-77.185083,0.03,On Rt. 617 in the County of Fairfax in the vicinity of Bland St; Rt. 1155E/W (Fairfax County) motorists can expect delays due to a vehicle crash. All north lanes are closed. All south lanes are closed.,Bland St,Springfield,Fairfax,VA,22150-3441,US,US/Eastern,KDAA,7/15/2022 5:56,70,70,100,30,10,NW,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-3151084,Source2,3,12/27/2017 20:29,12/27/2017 20:58,38.886051,-77.222115,NA,NA,0,Right hand shoulder blocked due to accident on I-495 Capital Beltway Southbound at Exits 49 49B-A I-66.,Capital Beltway S,Dunn Loring,Fairfax County,VA,22027,US,US/Eastern,KDCA,12/27/2017 20:52,21.9,7.8,37,30.6,10,NNW,17.3,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3072795,Source2,2,1/17/2018 17:36,1/17/2018 18:25,34.875771,-82.258224,NA,NA,0,Accident on Batesville Rd at Scarborough Dr.,Scarborough Dr,Greer,Greenville,SC,29650-3660,US,US/Eastern,KGSP,1/17/2018 17:53,24.1,15.2,62,30.29,10,NNW,8.1,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3294554,Source2,2,9/8/2017 7:44,9/8/2017 8:13,39.692444,-86.186867,NA,NA,0,Accident on IN-37 Harding St at Thompson Rd.,W Thompson Rd,Indianapolis,Marion,IN,46217,US,US/Eastern,KIND,9/8/2017 7:54,50,NA,89,30.2,10,SW,4.6,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3131634,Source2,2,12/15/2017 11:04,12/15/2017 11:48,27.388693,-82.455765,NA,NA,0,Turn lane blocked due to accident on University Pkwy at Cattlemen Rd.,University Pkwy,Sarasota,Sarasota,FL,34243,US,US/Eastern,KSRQ,12/15/2017 10:53,72,NA,71,30.09,10,South,13.8,NA,Partly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3871907,Source1,2,52:00.0,12:17.0,43.619046,-116.219832,43.619025,-116.217551,0.114,Incident on I-184 EB near RIVER ST EXIT Drive with caution.,W River St,Boise,Ada,ID,83702,US,US/Mountain,KBOI,11/7/2022 9:53,38,31,79,26.8,10,ESE,9,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3576774,Source1,2,3/5/2017 12:07,3/5/2017 18:07,40.83833,-73.88243,40.83726,-73.88012,0.142,At I-895/Sheridan Expy/Exit 4A - Accident.,Cross Bronx Expy E,Bronx,Bronx,NY,10460,US,US/Eastern,KLGA,3/5/2017 11:51,30,18.3,20,30.62,10,NNW,17.3,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3174867,Source2,2,11/8/2017 12:18,11/8/2017 13:18,47.611572,-122.315437,NA,NA,0,Accident on 13th Ave at Spring St.,13th Ave,Seattle,King,WA,98122-4429,US,US/Pacific,KBFI,11/8/2017 11:53,55,NA,37,29.82,10,SE,17.3,NA,Mostly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3329696,Source2,2,9/25/2017 9:37,9/25/2017 10:06,43.177689,-83.714767,NA,NA,0,Accident on M-54 Saginaw Rd both ways at M-57 Vienna Rd.,W Vienna Rd,Clio,Genesee,MI,48420-1761,US,US/Eastern,KFNT,9/25/2017 9:53,75.9,NA,74,30.06,10,South,3.5,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3904743,Source1,2,22:46.0,29:02.0,44.919667,-93.274493,44.968155,-93.253485,3.504,Slow traffic on I-35W N from Diamond Lake Rd/Exit 12B (I-35W) to MN-55/Hiawatha Ave/E 17th St/Exit 17A (I-35W) due to accident.,I-35W N,Minneapolis,Hennepin,MN,55409,US,US/Central,KMSP,8/31/2022 15:53,88,88,34,29.07,10,W,9,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3570438,Source1,2,3/29/2017 17:11,3/29/2017 23:11,29.52072,-98.51467,29.51028,-98.53909,1.636,Between Honeysuckle Ln/Exit 19 and Vance Jackson Rd/Exit 17 - Accident.,I-410 W,San Antonio,Bexar,TX,78213,US,US/Central,KSAT,3/29/2017 16:51,82.9,NA,22,29.7,10,West,11.5,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3388399,Source2,3,8/19/2017 14:57,8/19/2017 15:42,36.184525,-86.797997,NA,NA,0,Accident on I-65 Northbound at Exit 85 US-41A Rosa L Parks Blvd.,Rosa L Parks Blvd,Nashville,Davidson,TN,37208,US,US/Central,KBNA,8/19/2017 14:53,90,NA,45,29.95,10,SE,3.5,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3492631,Source1,2,8/24/2016 8:39,8/24/2016 14:39,40.17682,-76.83549,40.17791,-76.8362,0.084,At PA-262/Exit 36 - Accident.,I-83 N,Lewisberry,York,PA,17339,US,US/Eastern,KCXY,8/24/2016 8:56,70,NA,76,30.3,10,Calm,NA,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3697924,Source1,2,2/28/2023 1:35,2/28/2023 3:42,34.271309,-118.631668,34.269981,-118.633297,0.131,Accident on CA-118 W - Ronald Reagan Fwy W from CA-27/Topanga Canyon Blvd (CA-118) to Rocky Peak Fire Rd (CA-118).,CA-118,Chatsworth,Los Angeles,CA,91311,US,US/Pacific,KVNY,2/28/2023 1:44,48,48,86,29.19,9,ESE,3,0.03,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3324150,Source2,2,9/21/2017 17:06,9/21/2017 17:36,37.182079,-93.279076,NA,NA,0,Accident on Sunshine St at Hampton Ave.,E Sunshine St,Springfield,Greene,MO,65807-2768,US,US/Central,KSGF,9/21/2017 16:52,91.9,NA,44,29.89,10,South,11.5,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3220167,Source2,2,10/3/2017 14:01,10/3/2017 14:31,37.562111,-77.492447,NA,NA,0,Accident on VA-197 Malvern Ave at Grove Ave.,Malvern Ave,Richmond,Richmond City,VA,23221,US,US/Eastern,KRIC,10/3/2017 13:54,75,NA,43,30.56,10,Variable,3.5,NA,Partly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3053704,Source2,2,1/8/2018 12:20,1/8/2018 12:50,33.989342,-118.256439,NA,NA,0,One lane blocked due to accident on Central Ave at Slauson Ave.,E Slauson Ave,Los Angeles,Los Angeles,CA,90011-5241,US,US/Pacific,KCQT,1/8/2018 12:47,68,NA,61,29.89,10,East,4.6,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3059536,Source2,2,1/11/2018 13:59,1/11/2018 14:29,40.920807,-74.072395,NA,NA,0,1 right lane closed due to accident on NJ-17 Southbound at NJ-4.,E State Route 4,Paramus,Bergen,NJ,7652,US,US/Eastern,KTEB,1/11/2018 13:51,48.9,NA,71,30.32,8,South,4.6,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3482747,Source1,2,10/11/2016 22:36,10/12/2016 4:36,40.736105,-73.423251,40.73919,-73.42305,0.213,At RT-24/Conklin St - Accident.,Broadhollow Rd,Farmingdale,Suffolk,NY,11735,US,US/Eastern,KFRG,10/11/2016 22:53,NA,NA,NA,NA,NA,North,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-3136007,Source2,2,12/18/2017 10:50,12/18/2017 11:19,41.139385,-95.967598,NA,NA,0,Multi-vehicle accident on 36th St at NE-370.,Highway 370,Bellevue,Sarpy,NE,68123,US,US/Central,KOFF,12/18/2017 10:56,41,34.7,62,30,10,WSW,10.4,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3130931,Source2,3,12/15/2017 9:20,12/15/2017 10:19,39.870865,-75.323143,NA,NA,0,Shoulder blocked due to accident on I-95 Southbound at Exit 8 Stewart Ave.,I-95 N,Ridley Park,Delaware,PA,19078,US,US/Eastern,KPHL,12/15/2017 8:54,26.1,19.4,51,30.12,10,SE,5.8,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3414262,Source1,2,4/5/2016 13:00,4/5/2016 19:00,37.06582,-120.5395,37.05448,-120.55393,1.117,At Indiana Rd - Accident.,State Highway 152,Dos Palos,Merced,CA,93620-9505,US,US/Pacific,KMCE,4/5/2016 12:53,73,NA,34,30.19,10,Variable,6.9,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3131948,Source2,2,12/15/2017 15:24,12/15/2017 16:09,33.482365,-82.090675,NA,NA,0,Accident on Wheeler Rd at Augusta West Pkwy.,W Medical Park Rd,Augusta,Richmond,GA,30909,US,US/Eastern,KDNL,12/15/2017 15:53,55,NA,38,29.99,10,West,10.4,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3108671,Source3,2,12/5/2017 17:47,12/5/2017 18:16,37.752502,-122.403008,NA,NA,0,Fast lane blocked due to accident on US-101 Southbound at Exit 432 Cesar Chavez St.,James Lick Fwy S,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,12/5/2017 17:53,54,NA,69,30.21,10,WNW,8.1,NA,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-3076118,Source2,3,1/19/2018 19:02,1/19/2018 19:31,29.780611,-95.453468,NA,NA,0,Right hand shoulder blocked due to multi-vehicle accident on I-10 Westbound at Exits 762B 763 I-610.,I-10 W,Houston,Harris,TX,77024,US,US/Central,KMCJ,1/19/2018 18:55,51.8,NA,100,30.13,3,East,9.2,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-3129717,Source2,2,12/14/2017 15:32,12/14/2017 16:17,36.052631,-86.673119,NA,NA,0,Accident on Tusculum Rd at Blue Hole Rd.,Blue Hole Rd,Antioch,Davidson,TN,37013-3712,US,US/Central,KBNA,12/14/2017 15:53,37.9,32.7,55,30.06,10,NNW,6.9,NA,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4000481,Source1,2,9/8/2022 14:51,9/8/2022 15:13,28.324772,-82.493394,28.321324,-82.504991,0.744,Slow traffic on FL-52 from CR-583/Ehren Cutoff (FL-52) to FL-589/Suncoast Pkwy (FL-52) due to accident.,State Road 52,Spring Hill,Pasco,FL,34610,US,US/Eastern,KBKV,9/8/2022 14:53,71,71,96,29.7,6,E,5,0.24,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3577559,Source1,3,3/8/2017 1:35,3/8/2017 7:35,38.99469,-76.88884,38.9885,-76.88346,0.516,At MD-193/MD-295/B W Pky/Exit 22 - Accident.,Capital Beltway S,Greenbelt,Prince George's,MD,20770,US,US/Eastern,KCGS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3259409,Source2,3,10/20/2017 4:37,10/20/2017 5:06,33.83263,-117.932198,NA,NA,0,Accident on I-5 Northbound before Exit 111 Lincoln Ave. On the median.,I-5 N,Anaheim,Orange,CA,92801,US,US/Pacific,KFUL,10/20/2017 4:32,64.9,NA,87,29.88,10,Calm,NA,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3976270,Source1,2,28:00.0,54:37.0,41.776259,-73.768245,41.776948,-73.768642,0.052,NYSDOT - Region 8: Crash on Taconic State Parkway northbound north of Route 44; Ramp (Pleasant Valley) right shoulder of 2 lanes blocked MM 56.2,Taconic State Pkwy,Pleasant Valley,Dutchess,NY,12569,US,US/Eastern,KPOU,1/23/2023 10:21,34,28,89,29.4,0.75,N,7,0.02,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3226907,Source2,2,10/5/2017 12:00,10/5/2017 12:29,36.155769,-86.809753,NA,NA,0,Accident on 23rd Ave at US-70 Charlotte Ave.,23rd Ave N,Nashville,Davidson,TN,37203-1524,US,US/Central,KBNA,10/5/2017 11:53,81,NA,41,30.22,10,WSW,5.8,NA,Mostly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3148474,Source2,3,12/23/2017 14:24,12/23/2017 14:54,36.012939,-83.861,NA,NA,0,Left lane blocked due to accident on I-640 Eastbound at US-25W.,I-40 E,Knoxville,Knox,TN,37914,US,US/Eastern,KTYS,12/23/2017 14:53,55.9,NA,93,29.93,10,WNW,17.3,0.01,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3072200,Source2,2,1/17/2018 8:57,1/17/2018 9:42,35.33329,-80.748535,NA,NA,0,Accident on Mallard Creek Church Rd both ways at Legranger Rd.,W Mallard Creek Church Rd,Charlotte,Mecklenburg,NC,28262-2330,US,US/Eastern,KJQF,1/17/2018 8:50,30.2,24.3,93,30.27,1,North,5.8,NA,Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3345478,Source2,3,7/26/2017 18:01,7/26/2017 18:30,30.53384,-87.087173,NA,NA,8.539999962,Right hand shoulder blocked due to accident on I-10 Eastbound between Scenic Hwy and Avalon Blvd.,I-10 E,Milton,Santa Rosa,FL,32583,US,US/Central,KNFJ,7/26/2017 17:52,74,74,91,29.97,8,CALM,0,0.48,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3899103,Source1,2,11/1/2022 6:58,11/1/2022 8:15,43.309105,-89.325259,43.310163,-89.325301,0.073,Incident on US-51 NB near COUNTY ROAD K Road closed. Take alternate route.,N981 US Highway 51,Arlington,Columbia,WI,53911-9721,US,US/Central,KMSN,11/1/2022 6:53,35,35,92,29.11,7,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-3971551,Source1,2,1/17/2023 8:14,1/17/2023 9:37,28.557955,-80.851414,28.585317,-80.85125,1.891,Incident on I-95 NB near MM 216 Road closed. Take alternate route.,I-95,Titusville,Brevard,FL,32796,US,US/Eastern,KTTS,1/17/2023 7:55,40,40,81,30.06,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4005954,Source1,2,08:00.0,34:10.0,41.124861,-79.182819,41.118469,-79.19135,0.626,Crash on PA 28 both directions between CLEVELAND ST and SUMMERVILLE-CORSICA RD. There is a lane restriction.,Water St,Summerville,Jefferson,PA,15864-5944,US,US/Eastern,KDUJ,1/2/2022 14:01,35,26,89,27.86,1,WNW,13,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3547514,Source1,2,8/17/2016 7:22,8/17/2016 13:22,36.144617,-115.06552,36.14431,-115.06552,0.021,At NV-589/E Sahara Ave - Accident.,S Nellis Blvd,Las Vegas,Clark,NV,89104-6237,US,US/Pacific,KLAS,8/17/2016 6:56,82.9,NA,9,29.8,9,Calm,NA,NA,Scattered Clouds,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3936784,Source1,2,4/29/2022 13:31,4/29/2022 14:52,40.87316394,-73.83416533,40.88274394,-73.82810533,0.734,Incident on I-95 NB near I-95 Drive with caution.,New England Thwy,Bronx,Bronx,NY,10475,US,US/Eastern,KLGA,4/29/2022 13:51,59,59,12,29.99,10,NNW,17,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3917010,Source1,2,30:13.0,38:00.0,40.797497,-73.503081,40.783148,-73.553388,2.812,Slow traffic on I-495 W from S Oyster Bay Rd to exit [36] due to accident.,Long Island Expy W,Syosset,Nassau,NY,11791,US,US/Eastern,KFRG,12/5/2022 17:53,41,41,67,30.21,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-3967311,Source1,2,9/20/2022 0:07,9/20/2022 2:06,30.72851,-85.90123,30.725423,-85.908253,0.468,Stationary traffic on I-10 W - FL-8 W from CR-279/Exit 104 (I-10) to FL-81/Exit 106 (I-10) due to accident.,FL-8 W,Ponce de Leon,Holmes,FL,32455,US,US/Central,K54J,9/20/2022 0:53,66,66,93,29.82,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3608713,Source1,2,4/19/2017 9:53,4/19/2017 15:53,37.78495,-122.39254,37.78495,-122.392539,0,At Fremont St/Harrison St - Accident. Right lane blocked.,James Lick Fwy N,San Francisco,San Francisco,CA,94107,US,US/Pacific,KOAK,4/19/2017 9:53,59,NA,78,30.25,10,South,6.9,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3137753,Source2,3,12/19/2017 17:12,12/19/2017 17:41,39.875065,-75.046631,NA,NA,0,Right hand shoulder blocked due to accident on I-295 Southbound at Exits 29 29B County Hwy-666 Copley Rd.,I-295 N,Barrington,Camden,NJ,8007,US,US/Eastern,KPHL,12/19/2017 16:54,55,NA,45,29.83,10,SW,16.1,NA,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-3532287,Source1,4,1/20/2017 5:28,1/20/2017 11:28,48.268822,-121.703928,48.269181,-121.693655,0.473,Closed at 399th Ave NE - Road closed due to accident.,State Route 530 NE,Arlington,Snohomish,WA,98223-9235,US,US/Pacific,KAWO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3474494,Source1,2,11/28/2016 17:29,11/28/2016 23:29,25.763037,-80.368608,25.762192,-80.368531,0.059,At 7th St - Accident.,SW 6th St,Miami,Miami-Dade,FL,33174,US,US/Eastern,KMIA,11/28/2016 17:53,75,NA,71,29.96,10,ESE,16.1,0,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-3380298,Source2,2,8/16/2017 13:40,8/16/2017 14:25,35.88549,-78.593193,NA,NA,0,Accident on Dukes Dynasty Dr near Envoy Dr.,Dukes Dynasty Dr,Raleigh,Wake,NC,27615-8049,US,US/Eastern,KRDU,8/16/2017 13:51,90,NA,52,30.02,10,North,5.8,NA,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3430258,Source1,2,1/24/2017 18:30,1/25/2017 0:30,30.360537,-97.739794,30.360901,-97.740552,0.052,At Shoal Creek Blvd - Accident.,W Anderson Ln,Austin,Travis,TX,78757-1050,US,US/Central,KATT,1/24/2017 18:51,75,NA,60,29.64,10,SSE,5.8,NA,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-3988740,Source1,2,6/13/2022 15:32,6/13/2022 15:55,29.95097,-90.065983,29.955157,-90.064243,0.307,Slow traffic from Poydras St (S Peters St) to Decatur St/St Louis St (N Peters St) due to accident.,Peters St,New Orleans,Orleans,LA,70130,US,US/Pacific,KAUD,6/13/2022 15:55,87,87,72,30.01,7,W,3,0,Mostly Cloudy,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3497873,Source1,2,9/9/2016 15:25,9/9/2016 21:26,40.853173,-73.960647,40.849922,-73.944092,0.894,Between Hudson Ter/Palisades Pky and RT-9/US-9/Hudson Pky/178th St - Accident.,I-95 N,Fort Lee,Bergen,NJ,7024,US,US/Eastern,KTEB,9/9/2016 15:51,91,NA,45,29.88,10,Variable,4.6,NA,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
